Bosque,X,Y,Planta,Subplot_Plant_Label,Periodo,labelled_flowers,number_fruits,fruitset,Visits_tot,homo_motif,hete_motif,Year,Flores,prob_consp_step,poll_richness,plant_richness,total_number_flowers,total_steps,unloyal_steps,total_sequences
Pinar Villamanrique Sur,7,9,Cistus_crispus,7-9 Cistus_crispus,April,2,2,1,NA,NA,NA,2021,2,0.973169126294139,NA,2,43,NA,NA,NA
Pinar Villamanrique Sur,7,9,Cistus_salviifolius,7-9 Cistus_salviifolius,March,5,4,0.8,35,20,0,2021,7,0.9999883661647547,2,1,53,7,NA,2
Pinar Villamanrique Sur,7,9,Cistus_salviifolius,7-9 Cistus_salviifolius,March,5,4,0.8,35,20,0,2021,46,0.9999883661647547,2,1,53,7,NA,2
Pinar Villamanrique Sur,7,9,Cistus_salviifolius,7-9 Cistus_salviifolius,April,5,4,0.8,NA,NA,NA,2021,41,0.9746810883541438,NA,2,43,NA,NA,NA
Pinar Villamanrique Sur,7,10,Cistus_crispus,7-10 Cistus_crispus,April,5,4,0.8,NA,NA,NA,2021,5,0.752478984175737,NA,1,5,NA,NA,NA
Pinar Villamanrique Sur,8,2,Cistus_salviifolius,8-2 Cistus_salviifolius,April,20,19,0.95,265,85,0,2021,50,0.9999865263268233,3,1,91,63,NA,9
Pinar Villamanrique Sur,8,2,Cistus_salviifolius,8-2 Cistus_salviifolius,April,20,19,0.95,265,85,0,2021,26,0.9999865263268233,3,1,91,63,NA,9
Pinar Villamanrique Sur,8,2,Cistus_salviifolius,8-2 Cistus_salviifolius,April,20,19,0.95,265,85,0,2021,15,0.9999865263268233,3,1,91,63,NA,9
Pinar Villamanrique Sur,8,3,Cistus_salviifolius,8-3 Cistus_salviifolius,March,5,5,1,124,40,0,2021,14,0.9999941734443714,2,1,14,30,NA,4
Pinar Villamanrique Sur,8,3,Cistus_salviifolius,8-3 Cistus_salviifolius,April,5,5,1,89,46,0,2021,7,0.9367455158994563,3,1,9,18,NA,4
Pinar Villamanrique Sur,8,3,Cistus_salviifolius,8-3 Cistus_salviifolius,April,5,5,1,89,46,0,2021,2,0.9367455158994563,3,1,9,18,NA,4
Pinar Villamanrique Sur,8,5,Cistus_salviifolius,8-5 Cistus_salviifolius,April,5,5,1,2,6,0,2021,16,0.9367053353181565,1,1,18,NA,NA,NA
Pinar Villamanrique Sur,8,5,Cistus_salviifolius,8-5 Cistus_salviifolius,April,5,5,1,2,6,0,2021,2,0.9367053353181565,1,1,18,NA,NA,NA
Pinar Villamanrique Sur,8,8,Cistus_crispus,8-8 Cistus_crispus,April,17,16,0.9411764705882353,216,100,0,2021,2,0.9999112982980809,6,1,55,52,NA,10
Pinar Villamanrique Sur,8,8,Cistus_crispus,8-8 Cistus_crispus,April,17,16,0.9411764705882353,216,100,0,2021,9,0.9999112982980809,6,1,55,52,NA,10
Pinar Villamanrique Sur,8,8,Cistus_crispus,8-8 Cistus_crispus,April,17,16,0.9411764705882353,216,100,0,2021,1,0.9999112982980809,6,1,55,52,NA,10
Pinar Villamanrique Sur,8,8,Cistus_crispus,8-8 Cistus_crispus,April,17,16,0.9411764705882353,216,100,0,2021,10,0.9999112982980809,6,1,55,52,NA,10
Pinar Villamanrique Sur,8,8,Cistus_crispus,8-8 Cistus_crispus,April,17,16,0.9411764705882353,216,100,0,2021,33,0.9999112982980809,6,1,55,52,NA,10
Pinar Villamanrique Sur,8,8,Cistus_crispus,8-8 Cistus_crispus,May,13,9,0.6923076923076923,15,36,0,2021,10,0.9987691299813695,2,1,77,5,NA,2
Pinar Villamanrique Sur,8,8,Cistus_crispus,8-8 Cistus_crispus,May,13,9,0.6923076923076923,15,36,0,2021,12,0.9987691299813695,2,1,77,5,NA,2
Pinar Villamanrique Sur,8,8,Cistus_crispus,8-8 Cistus_crispus,May,13,9,0.6923076923076923,15,36,0,2021,18,0.9987691299813695,2,1,77,5,NA,2
Pinar Villamanrique Sur,8,8,Cistus_crispus,8-8 Cistus_crispus,May,13,9,0.6923076923076923,15,36,0,2021,34,0.9987691299813695,2,1,77,5,NA,2
Pinar Villamanrique Sur,8,8,Cistus_crispus,8-8 Cistus_crispus,May,13,9,0.6923076923076923,15,36,0,2021,2,0.9987691299813695,2,1,77,5,NA,2
Pinar Villamanrique Sur,8,8,Cistus_crispus,8-8 Cistus_crispus,May,13,9,0.6923076923076923,15,36,0,2021,1,0.9987691299813695,2,1,77,5,NA,2
Pinar Villamanrique Sur,8,9,Cistus_crispus,8-9 Cistus_crispus,April,5,4,0.8,136,76,0,2021,11,0.750180504252886,3,1,11,32,NA,5
Pinar Villamanrique Sur,8,9,Cistus_crispus,8-9 Cistus_crispus,May,5,4,0.8,57,21,0,2021,24,0.5553532918534958,2,1,24,17,NA,3
Pinar Villamanrique Sur,8,10,Cistus_crispus,8-10 Cistus_crispus,April,10,8,0.8,20,20,0,2021,6,0.7528956354792573,1,1,12,5,NA,1
Pinar Villamanrique Sur,8,10,Cistus_crispus,8-10 Cistus_crispus,May,10,4,0.4,15,6,0,2021,14,0.7730412466880621,1,1,39,5,NA,1
Pinar Villamanrique Sur,8,10,Cistus_crispus,8-10 Cistus_crispus,May,10,4,0.4,15,6,0,2021,25,0.7730412466880621,1,1,39,5,NA,1
Pinar Villamanrique Sur,9,2,Cistus_crispus,9-2 Cistus_crispus,May,7,6,0.8571428571428571,NA,NA,NA,2021,2,0.7186247011350743,NA,1,2,NA,NA,NA
Pinar Villamanrique Sur,9,2,Cistus_salviifolius,9-2 Cistus_salviifolius,April,10,9,0.9,171,88,0,2021,22,0.9570291466887688,3,2,31,35,NA,8
Pinar Villamanrique Sur,9,2,Cistus_salviifolius,9-2 Cistus_salviifolius,April,10,9,0.9,171,88,0,2021,6,0.9570291466887688,3,2,31,35,NA,8
Pinar Villamanrique Sur,9,7,Cistus_crispus,9-7 Cistus_crispus,April,6,6,1,12,20,0,2021,1,0.9974151017986281,1,2,49,3,NA,1
Pinar Villamanrique Sur,9,7,Cistus_crispus,9-7 Cistus_crispus,April,6,6,1,12,20,0,2021,12,0.9974151017986281,1,2,49,3,NA,1
Pinar Villamanrique Sur,9,7,Cistus_crispus,9-7 Cistus_crispus,May,7,7,1,30,9,0,2021,30,0.5572934222871868,1,1,32,10,NA,1
Pinar Villamanrique Sur,9,7,Cistus_crispus,9-7 Cistus_crispus,May,7,7,1,30,9,0,2021,2,0.5572934222871868,1,1,32,10,NA,1
Pinar Villamanrique Sur,9,7,Cistus_salviifolius,9-7 Cistus_salviifolius,March,5,4,0.8,16,24,0,2021,6,0.9905874304068343,1,1,14,4,NA,2
Pinar Villamanrique Sur,9,7,Cistus_salviifolius,9-7 Cistus_salviifolius,March,5,4,0.8,16,24,0,2021,8,0.9905874304068343,1,1,14,4,NA,2
Pinar Villamanrique Sur,9,7,Cistus_salviifolius,9-7 Cistus_salviifolius,April,15,11,0.7333333333333333,25,0,0,2021,27,0.9741310455429726,1,2,49,4,NA,1
Pinar Villamanrique Sur,9,7,Cistus_salviifolius,9-7 Cistus_salviifolius,April,15,11,0.7333333333333333,25,0,0,2021,6,0.9741310455429726,1,2,49,4,NA,1
Pinar Villamanrique Sur,9,7,Cistus_salviifolius,9-7 Cistus_salviifolius,April,15,11,0.7333333333333333,25,0,0,2021,3,0.9741310455429726,1,2,49,4,NA,1
Pinar Villamanrique Sur,9,8,Cistus_salviifolius,9-8 Cistus_salviifolius,March,5,5,1,12,24,0,2021,7,0.9999875636137168,1,1,40,3,NA,2
Pinar Villamanrique Sur,9,8,Cistus_salviifolius,9-8 Cistus_salviifolius,March,5,5,1,12,24,0,2021,33,0.9999875636137168,1,1,40,3,NA,2
Pinar Villamanrique Sur,9,8,Cistus_salviifolius,9-8 Cistus_salviifolius,April,10,9,0.9,45,0,0,2021,87,0.9999910175512137,1,2,110,8,NA,1
Pinar Villamanrique Sur,9,8,Cistus_salviifolius,9-8 Cistus_salviifolius,April,10,9,0.9,45,0,0,2021,16,0.9999910175512137,1,2,110,8,NA,1
Pinar Villamanrique Sur,9,10,Cistus_salviifolius,9-10 Cistus_salviifolius,March,5,5,1,36,0,0,2021,6,0.9999825440462018,1,1,50,8,NA,1
Pinar Villamanrique Sur,9,10,Cistus_salviifolius,9-10 Cistus_salviifolius,March,5,5,1,36,0,0,2021,10,0.9999825440462018,1,1,50,8,NA,1
Pinar Villamanrique Sur,9,10,Cistus_salviifolius,9-10 Cistus_salviifolius,March,5,5,1,36,0,0,2021,34,0.9999825440462018,1,1,50,8,NA,1
Pinar Villamanrique Sur,9,10,Cistus_salviifolius,9-10 Cistus_salviifolius,April,3,3,1,NA,NA,NA,2021,6,0.9745641508716375,NA,1,9,NA,NA,NA
Pinar Villamanrique Sur,9,10,Cistus_salviifolius,9-10 Cistus_salviifolius,April,3,3,1,NA,NA,NA,2021,3,0.9745641508716375,NA,1,9,NA,NA,NA
Pinar Villamanrique Sur,10,8,Cistus_crispus,10-8 Cistus_crispus,May,3,0,0,NA,NA,NA,2021,3,0.542047743207284,NA,1,6,NA,NA,NA
